Code;Actie;Actie oms.;BI;Beleidsitem oms.;AR;IE;Eerste omschrijving;U;2014;2015;2016;2017;2018;2019;;geen aanpassing;;;;;;;;
BP2014_2019-0/4.2.1.1/0750-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.1;Voorzien van een subsidie voor de dagelijkse werking van de jeugdinitiatieven;0750-00;Jeugd;6493000;IE-GEEN;Subsidie jeugdwerk;U;€ 15,829.00;€ 14,426.19;€ 14,426.19;€ 14,426.19;€ 14,426.19;€ 14,426.19;;;;;;;;;;
BP2014_2019-0/4.2.1.5/0750-00/6160200/BESTUUR/CBS/600/IE-GEEN/U;4.2.1.5;Logistiek ondersteunen van de verenigingen;0750-00;Jeugd;6160200;IE-GEEN;Huur voertuigen;U;€ 5,500.00;€ 5,500.00;€ 5,500.00;€ 5,500.00;€ 5,500.00;€ 5,500.00;;;;;;;;;;
BP2014_2019-0/4.2.1.7/0750-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;4.2.1.7;Organiseren van bijscholing en opleidingen;0750-00;Jeugd;6149000;IE-GEEN;Overige administratie- en kantoorkosten;U;€ 500.00;€ 1,500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
BP2014_2019-0/4.2.2.1/0750-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;4.2.2.1;Uitbouwen van een intergrale gemeentelijke uitleendienst;0750-00;Jeugd;6001000;IE-GEEN;Aankoop technisch materiaal;U;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6100800/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6100800;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (lange termijn);U;€ 1,600.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6102001/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6102001;IE-GEEN;Periodieke erfpachtvergoedingen;U;€ 0.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6103001;IE-GEEN;Benodigdheden voor gebouwen;U;€ 750.00;€ 2,250.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;ok;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;U;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;ok;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6110000;IE-GEEN;Elektriciteit;U;€ 1,100.00;€ 3,116.50;€ 1,133.25;€ 1,150.25;€ 1,167.50;€ 1,185.01;;nog te bekijken met Bruno !!!!;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6112000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6112000;IE-GEEN;Stookolie;U;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6113000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6113000;IE-GEEN;Water;U;€ 200.00;€ 203.00;€ 206.05;€ 209.14;€ 212.27;€ 215.46;;1,5% index;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6120999/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6120999;IE-GEEN;Overige verzekeringen;U;€ 795.00;€ 810.90;€ 827.12;€ 843.66;€ 860.53;€ 877.74;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);U;€ 1.70;€ 1.70;€ 1.70;€ 1.70;€ 1.70;€ 1.70;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6159999;IE-GEEN;Terugbetalingen deelname activiteiten;U;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6203000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6203000;IE-GEEN;Bezoldigingen contractueel personeel;U;€ 49,800.00;€ 54,259.79;€ 55,616.28;€ 57,006.69;€ 58,431.86;€ 59,892.66;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6213000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - contractuelen;U;€ 11,600.00;€ 11,890.00;€ 12,187.25;€ 12,491.93;€ 12,804.23;€ 13,124.34;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6223000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen - contractuelen;U;€ 400.00;€ 410.00;€ 420.25;€ 430.76;€ 441.53;€ 452.56;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6223100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;U;€ 176.00;€ 179.52;€ 183.11;€ 186.77;€ 190.51;€ 194.32;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6231004;IE-GEEN;Maaltijdcheques;U;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;U;€ 47.00;€ 47.71;€ 48.42;€ 49.15;€ 49.88;€ 50.63;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0790-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0790-00;Erediensten;6103001;IE-GEEN;Benodigdheden voor gebouwen;U;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;ok;;;;;;;;
BP2014_2019-0/GBB-CBS/0790-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0790-00;Erediensten;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;U;€ 1,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0790-01/6494000/BESTUUR/CBS/480/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0790-01;Kerkfabriek Sint-Antonius;6494000;IE-GEEN;Toegestane werkingssubsidies aan andere overheidsinstellingen;U;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 2,368.79;€ 2,484.18;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0790-02/6494000/BESTUUR/CBS/480/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0790-02;Kerkfabriek Heilig Kruis;6494000;IE-GEEN;Werkingstoelage St.-Hilarius & andere kerkfabrieken;U;€ 1,765.99;€ 3,570.56;€ 8,412.74;€ 8,051.66;€ 8,889.58;€ 9,266.32;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0790-03/6494000/BESTUUR/CBS/480/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0790-03;Kerkfabriek Sint Hilarius;6494000;IE-GEEN;Toegestane werkingssubsidies aan andere overheidsinstellingen;U;€ 28,672.79;€ 24,936.40;€ 35,839.00;€ 35,801.00;€ 37,413.00;€ 38,375.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0790-05/6494000/BESTUUR/CBS/480/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0790-05;Protestantse kerk;6494000;IE-GEEN;Werkingstoelage Protestantse kerk;U;€ 7,271.33;€ 6,487.77;€ 7,588.91;€ 7,747.52;€ 7,905.76;€ 8,071.86;;;;;;;;;;
BP2014_2019-0/1.2.5.1/0800-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0800-00;Gewoon basisonderwijs;6150010;IE-GEEN;Opleidingskosten;U;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6130001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6130001;IE-GEEN;Vergoedingen prestaties arbeidsgeneeskundige dienst;U;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;;ok;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6135001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6135001;IE-GEEN;Schoolmaaltijden;U;€ 29,000.00;€ 25,000.00;€ 25,000.00;€ 25,000.00;€ 25,000.00;€ 25,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6141002/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6141002;IE-GEEN;Documentatie en abonnementen;U;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;ok;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);U;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6143005/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6143005;IE-GEEN;Reis- en verblijfkosten (Dienstverplaatsing);U;€ 1,100.00;€ 1,116.50;€ 1,133.25;€ 1,150.25;€ 1,167.50;€ 1,185.01;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6150001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6150001;IE-GEEN;Aankoop klein materieel;U;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6150006/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6150006;IE-GEEN;Lidmaatschappen;U;€ 2,393.41;€ 2,359.00;€ 2,425.00;€ 2,425.00;€ 2,425.00;€ 2,425.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6159999;IE-GEEN;Werkingskosten scholenband;U;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;U;€ 49,000.00;€ 21,225.00;€ 22,480.63;€ 23,767.64;€ 25,086.83;€ 26,439.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;U;€ 6,650.00;€ 2,816.25;€ 2,986.66;€ 3,161.32;€ 3,340.36;€ 3,523.86;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;U;€ 10,700.00;€ 4,628.00;€ 5,073.12;€ 5,420.31;€ 5,777.92;€ 6,146.26;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;U;€ 479.60;€ 489.19;€ 498.98;€ 508.96;€ 519.13;€ 529.52;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6231000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6231000;IE-GEEN;Bijdragen aan arbeidsgeneeskundige dienst;U;€ 2,850.00;€ 2,850.00;€ 2,850.00;€ 2,850.00;€ 2,850.00;€ 2,850.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6231002/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6231002;IE-GEEN;Bijdragen aan andere sociale diensten;U;€ 1,900.00;€ 1,900.00;€ 1,900.00;€ 1,900.00;€ 1,900.00;€ 1,900.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6231004;IE-GEEN;Maaltijdcheques;U;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6400007/BESTUUR/CBS/100/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6400007;IE-GEEN;Taksen eetwareninspectie;U;€ 600.00;€ 600.00;€ 600.00;€ 600.00;€ 600.00;€ 600.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6400008/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6400008;IE-GEEN;Bijdragen reprobel;U;€ 600.00;€ 600.00;€ 600.00;€ 600.00;€ 600.00;€ 600.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6409999/BESTUUR/CBS/100/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6409999;IE-GEEN;Overige werkingsbelastingen;U;€ 100.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;U;€ 94.00;€ 95.41;€ 96.84;€ 98.29;€ 99.77;€ 101.26;;;;;;;;;;
BP2014_2019-0/1.2.5.1/0800-01/6150010/BESTUUR/CBS/600/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0800-01;Kleuteronderwijs;6150010;IE-GEEN;Opleidingskosten;U;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;;;;;;;;;
BP2014_2019-0/5.1.3.1/0800-01/6139999/BESTUUR/CBS/600/IE-GEEN/U;5.1.3.1;Uitbouwen van de refter van de kleutervestiging Opvelp;0800-01;Kleuteronderwijs;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;U;€ 6,352.50;;;;;;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6001000;IE-GEEN;Aankoop technisch materiaal;U;€ 11,500.00;€ 11,500.00;€ 11,500.00;€ 11,500.00;€ 11,500.00;€ 11,500.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6103001;IE-GEEN;Benodigdheden voor gebouwen;U;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;;ok;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;U;€ 14,000.00;€ 23,500.00;€ 22,000.00;€ 22,000.00;€ 22,000.00;€ 22,000.00;;;;20k voor poetsen per jaar + 2k voor iets anders;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6110000;IE-GEEN;Elektriciteit;U;€ 4,500.00;€ 4,567.50;€ 4,636.01;€ 4,705.55;€ 4,776.14;€ 4,847.78;;mogelijks wat verschuiven tussen KS en LS;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6111000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6111000;IE-GEEN;Gas;U;€ 14,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6113000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6113000;IE-GEEN;Water;U;€ 1,200.00;€ 1,700.00;€ 1,725.50;€ 1,751.38;€ 1,777.65;€ 1,804.31;;1,5% index;1174.44;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6120999/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6120999;IE-GEEN;Overige verzekeringen;U;€ 300.00;€ 306.00;€ 312.12;€ 318.36;€ 324.73;€ 331.22;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6141001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6141001;IE-GEEN;Kantoorbenodigdheden;U;€ 250.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6141004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6141004;IE-GEEN;Communicatiekosten telefoon en internet;U;€ 2,600.00;€ 2,600.00;€ 2,600.00;€ 2,600.00;€ 2,600.00;€ 2,600.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6142001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;U;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6143006/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6143006;IE-GEEN;Prijzen;U;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6149000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6149000;IE-GEEN;Overige administratie- en kantoorkosten;U;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6150005/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6150005;IE-GEEN;Vervoer;U;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6208000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6208000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van andere overheden;U;€ 355,881.41;€ 481,599.63;€ 491,231.62;€ 501,056.25;€ 511,077.38;€ 521,298.93;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6230001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;U;€ 400.00;€ 406.00;€ 412.09;€ 418.27;€ 424.55;€ 430.91;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6479999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6479999;IE-GEEN;Overige diverse operationele kosten;U;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
BP2014_2019-0/1.2.5.1/0800-02/6150010/BESTUUR/CBS/600/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0800-02;Lager onderwijs;6150010;IE-GEEN;Opleidingskosten;U;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;;;;;;;;;;
BP2014_2019-0/5.1.2.1/0800-02/6207000/BESTUUR/CBS/500/IE-GEEN/U;5.1.2.1;Uitbouwen van een zorgbeleid voor kinderen met leermoeilijkheden.;0800-02;Lager onderwijs;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;U;€ 45,500.00;€ 49,700.00;€ 47,803.44;€ 48,998.52;€ 50,223.49;€ 51,479.07;;;;;;;;;;
BP2014_2019-0/5.1.2.2/0800-02/6207000/BESTUUR/CBS/500/IE-GEEN/U;5.1.2.2;Uitbouwen van een zorgbeleid voor kinderen die nood hebben aan extra uitdagingen.;0800-02;Lager onderwijs;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;U;€ 17,500.00;€ 17,500.00;€ 18,385.94;€ 18,845.59;€ 19,316.73;€ 19,799.64;;;;;;;;;;
BP2014_2019-0/5.1.2.3/0800-02/6207000/BESTUUR/CBS/500/IE-GEEN/U;5.1.2.3;Uitbouwen van een zorgbeleid voor anderstalige kinderen.;0800-02;Lager onderwijs;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;U;€ 7,000.00;€ 7,000.00;€ 7,354.38;€ 7,538.23;€ 7,726.69;€ 7,919.86;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6001000;IE-GEEN;Aankoop technisch materiaal;U;€ 40,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6103001;IE-GEEN;Benodigdheden voor gebouwen;U;€ 5,000.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;U;€ 7,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;;;;12k voor poetsen per jaar + 2k voor andere zaken;;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6110000;IE-GEEN;Elektriciteit;U;€ 6,800.00;€ 6,902.00;€ 7,005.53;€ 7,110.61;€ 7,217.27;€ 7,325.53;;mogelijks wat verschuiven tussen KS en LS;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6111000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6111000;IE-GEEN;Gas;U;€ 950.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;;bekijken in 2015... Nieuwbouw LS gas ipv mazout;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6112000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6112000;IE-GEEN;Stookolie;U;€ 28,050.00;€ 28,050.00;€ 28,050.00;€ 28,050.00;€ 28,050.00;€ 28,050.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6113000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6113000;IE-GEEN;Water;U;€ 6,500.00;€ 6,597.50;€ 6,696.46;€ 6,796.91;€ 6,898.86;€ 7,002.35;;1,5% index;ok;;;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6120999/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6120999;IE-GEEN;Overige verzekeringen;U;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;;;;;;;;;;
